frame,camera,psnr,d_ssim,lpips
1,cam00,26.862600326538086,0.09883558750152588,0.2432500123977661
1,cam09,23.53172492980957,0.168911874294281,0.30549415946006775
1,cam19,25.530736923217773,0.14461886882781982,0.2926136255264282
2,cam00,26.694049835205078,0.09836983680725098,0.24521201848983765
2,cam09,22.92078399658203,0.1700076460838318,0.30769965052604675
2,cam19,25.05031967163086,0.14566606283187866,0.29698753356933594
3,cam00,26.761756896972656,0.09779739379882812,0.24850189685821533
3,cam09,23.571117401123047,0.17025858163833618,0.3059985041618347
3,cam19,25.328981399536133,0.14645707607269287,0.29857686161994934
4,cam00,26.943920135498047,0.09494739770889282,0.24150776863098145
4,cam09,22.60548210144043,0.1693105697631836,0.30420514941215515
4,cam19,25.393281936645508,0.14243102073669434,0.28884729743003845
5,cam00,26.781192779541016,0.09670251607894897,0.2472197711467743
5,cam09,22.683982849121094,0.17216366529464722,0.30967825651168823
5,cam19,25.531723022460938,0.14696639776229858,0.2955408990383148
6,cam00,27.24896812438965,0.09602141380310059,0.2460065335035324
6,cam09,22.837295532226562,0.16955024003982544,0.3102993369102478
6,cam19,25.290225982666016,0.14263522624969482,0.3033449351787567
7,cam00,27.049190521240234,0.09731274843215942,0.24743805825710297
7,cam09,23.19232177734375,0.1681610345840454,0.30967217683792114
7,cam19,24.931396484375,0.14348852634429932,0.29910707473754883
8,cam00,27.457916259765625,0.09592568874359131,0.2440103441476822
8,cam09,23.27492904663086,0.1698550581932068,0.30908191204071045
8,cam19,25.60475730895996,0.14063411951065063,0.2943946123123169
9,cam00,27.185697555541992,0.09516400098800659,0.24628040194511414
9,cam09,23.682994842529297,0.1695135235786438,0.3075332045555115
9,cam19,25.4722957611084,0.14589881896972656,0.29837459325790405
10,cam00,26.858078002929688,0.0960877537727356,0.2440059334039688
10,cam09,22.787250518798828,0.17228257656097412,0.30311885476112366
10,cam19,25.434572219848633,0.1444932222366333,0.3009517192840576
11,cam00,26.7788143157959,0.09392613172531128,0.24136580526828766
11,cam09,22.352951049804688,0.1714901328086853,0.30895012617111206
11,cam19,25.13003921508789,0.1423027515411377,0.29432427883148193
12,cam00,26.387569427490234,0.09717082977294922,0.24527952075004578
12,cam09,22.778118133544922,0.17440104484558105,0.30859118700027466
12,cam19,25.559404373168945,0.1414538025856018,0.29663264751434326
13,cam00,26.94976043701172,0.09401321411132812,0.24601350724697113
13,cam09,22.982561111450195,0.17214500904083252,0.31091129779815674
13,cam19,25.509918212890625,0.14302891492843628,0.2982315719127655
14,cam00,26.465927124023438,0.09429556131362915,0.243336021900177
14,cam09,22.55426597595215,0.17061245441436768,0.3035458028316498
14,cam19,24.97383689880371,0.14381343126296997,0.2907680869102478
15,cam00,26.80140495300293,0.094169020652771,0.2440769225358963
15,cam09,22.43587303161621,0.16980189085006714,0.3097728490829468
15,cam19,24.920347213745117,0.144789457321167,0.29665759205818176
16,cam00,27.073820114135742,0.09262138605117798,0.23884353041648865
16,cam09,22.860992431640625,0.16831159591674805,0.3073878288269043
16,cam19,24.929779052734375,0.14356034994125366,0.29258453845977783
17,cam00,27.0690860748291,0.0973355770111084,0.2497059553861618
17,cam09,23.157737731933594,0.17266404628753662,0.3068474531173706
17,cam19,25.05504608154297,0.1474514603614807,0.30069994926452637
18,cam00,26.940509796142578,0.09554356336593628,0.24701513350009918
18,cam09,22.86086082458496,0.17350488901138306,0.3101802468299866
18,cam19,25.070049285888672,0.14776301383972168,0.29453128576278687
19,cam00,27.174814224243164,0.09472763538360596,0.24660514295101166
19,cam09,22.58998680114746,0.17333126068115234,0.30974525213241577
19,cam19,25.09720230102539,0.15021777153015137,0.30579397082328796
20,cam00,26.84685516357422,0.0944368839263916,0.24630707502365112
20,cam09,22.093673706054688,0.1763380765914917,0.3109947144985199
20,cam19,24.746788024902344,0.14819926023483276,0.30281955003738403
21,cam00,27.094078063964844,0.09704148769378662,0.24833662807941437
21,cam09,23.088876724243164,0.17091745138168335,0.3055233955383301
21,cam19,25.558317184448242,0.14559966325759888,0.2989140748977661
22,cam00,26.46499252319336,0.09779459238052368,0.24772761762142181
22,cam09,23.275129318237305,0.1707249879837036,0.3035159707069397
22,cam19,25.129505157470703,0.1481044888496399,0.29812324047088623
23,cam00,26.78199005126953,0.09460002183914185,0.24707016348838806
23,cam09,22.876787185668945,0.17080968618392944,0.30668044090270996
23,cam19,25.2589054107666,0.14564311504364014,0.29977476596832275
24,cam00,26.955219268798828,0.09341228008270264,0.24728351831436157
24,cam09,22.760622024536133,0.1711234450340271,0.30179139971733093
24,cam19,25.030973434448242,0.14494872093200684,0.29708269238471985
25,cam00,27.425065994262695,0.09406715631484985,0.24168431758880615
25,cam09,22.688913345336914,0.16952425241470337,0.30604124069213867
25,cam19,25.23160743713379,0.14326107501983643,0.2947280704975128
26,cam00,27.100942611694336,0.09143716096878052,0.2395675629377365
26,cam09,23.01853370666504,0.16686397790908813,0.29786646366119385
26,cam19,25.171689987182617,0.14186501502990723,0.28704944252967834
27,cam00,26.913082122802734,0.09400492906570435,0.24106945097446442
27,cam09,22.958843231201172,0.16881436109542847,0.3060181438922882
27,cam19,25.029836654663086,0.1446051001548767,0.2950657606124878
28,cam00,26.957012176513672,0.09445077180862427,0.24018007516860962
28,cam09,22.707963943481445,0.17312747240066528,0.3096809983253479
28,cam19,25.222002029418945,0.14673346281051636,0.2941790521144867
29,cam00,26.75588035583496,0.0962289571762085,0.24693769216537476
29,cam09,22.192323684692383,0.17217785120010376,0.3146192729473114
29,cam19,24.90401268005371,0.14735347032546997,0.3009471893310547
30,cam00,27.083932876586914,0.0925094485282898,0.2399030178785324
30,cam09,22.92842674255371,0.17012500762939453,0.30476054549217224
30,cam19,25.5428524017334,0.14483416080474854,0.28766775131225586
31,cam00,26.852012634277344,0.09515535831451416,0.24367697536945343
31,cam09,22.902116775512695,0.17202216386795044,0.3074477016925812
31,cam19,25.568735122680664,0.14444750547409058,0.29661235213279724
32,cam00,26.892292022705078,0.09566718339920044,0.2465868890285492
32,cam09,22.87961769104004,0.1695961356163025,0.30556386709213257
32,cam19,25.22098731994629,0.14501041173934937,0.2962367832660675
33,cam00,27.13600730895996,0.09535080194473267,0.2483941614627838
33,cam09,22.708974838256836,0.17166763544082642,0.3142054080963135
33,cam19,24.862751007080078,0.14813232421875,0.30119243264198303
34,cam00,27.35245704650879,0.09477239847183228,0.24664197862148285
34,cam09,23.5253849029541,0.17172175645828247,0.312759667634964
34,cam19,25.2632999420166,0.14657384157180786,0.3012950122356415
35,cam00,27.162601470947266,0.09495079517364502,0.24983540177345276
35,cam09,22.581771850585938,0.17041873931884766,0.3116838335990906
35,cam19,25.238140106201172,0.14673197269439697,0.30042359232902527
36,cam00,27.334877014160156,0.0928146243095398,0.24056649208068848
36,cam09,22.778240203857422,0.17011582851409912,0.30609506368637085
36,cam19,25.420385360717773,0.14595234394073486,0.2948254942893982
37,cam00,26.886920928955078,0.0956343412399292,0.24759016931056976
37,cam09,23.12191390991211,0.17418992519378662,0.3115271329879761
37,cam19,25.244659423828125,0.14765101671218872,0.2989763617515564
38,cam00,27.74652671813965,0.09119009971618652,0.24541503190994263
38,cam09,23.167997360229492,0.16928315162658691,0.30331796407699585
38,cam19,25.124038696289062,0.1440691351890564,0.2969250977039337
39,cam00,27.099735260009766,0.09446072578430176,0.2482527643442154
39,cam09,22.67092514038086,0.17135751247406006,0.30955249071121216
39,cam19,24.651506423950195,0.14860695600509644,0.29930564761161804
40,cam00,27.676532745361328,0.09040409326553345,0.24421140551567078
40,cam09,22.31669044494629,0.17034518718719482,0.30404800176620483
40,cam19,25.004213333129883,0.14478027820587158,0.29967570304870605
